"customerid","days_since_purchase","recency_score","num_orders","frequency_score","customer_revenue","monetary_score"
"16677",411,1,"2",3,"880.62",3
"13937",169,3,"2",2,"880.13",3
"14551",18,5,"7",4,"878.09",3
"14612",415,1,"1",1,"877.70",3
"15653",92,3,"2",3,"877.44",3
"14645",156,3,"3",3,"876.89",3
"17864",12,5,"5",4,"876.57",3
"13768",726,1,"2",2,"875.97",3
"13166",283,2,"2",2,"875.93",3
"14681",71,3,"6",4,"875.15",3
"16513",4,5,"4",4,"874.59",3
"16657",9,5,"4",4,"874.43",3
"15469",50,4,"3",3,"874.25",3
"14437",365,2,"5",4,"873.34",3
"17361",49,4,"5",4,"871.79",3
"15224",358,2,"5",4,"871.36",3
"13200",19,5,"4",3,"870.09",3
"17566",8,5,"2",2,"869.77",3
"14753",87,3,"2",2,"869.51",3
"16948",138,3,"7",4,"868.77",3
"16357",33,4,"4",3,"868.37",3
"17167",379,2,"3",3,"867.11",3
"16567",194,2,"2",3,"865.60",3
"13922",351,2,"3",3,"865.20",3
"14600",305,2,"2",2,"865.17",3
"12791",373,2,"6",4,"863.51",3
"16668",15,5,"13",5,"862.42",3
"12787",9,5,"4",4,"862.18",3
"17358",303,2,"5",4,"861.01",3
"12794",53,4,"2",2,"860.41",3
"13339",200,2,"1",1,"860.12",3
"14372",443,1,"2",2,"860.08",3
"13891",378,2,"3",3,"859.21",3
"12440",462,1,"2",2,"859.20",3
"15870",32,4,"4",3,"857.46",3
"15287",22,4,"5",4,"856.03",3
"17161",444,1,"1",1,"856.01",3
"15542",512,1,"3",3,"855.71",3
"17064",58,4,"3",3,"855.45",3
"12878",236,2,"2",2,"854.99",3
"13945",394,2,"2",2,"854.15",3
"14873",210,2,"2",2,"854.13",3
"13991",12,5,"6",4,"852.88",3
"14686",414,1,"5",4,"852.53",3
"15266",338,2,"5",4,"852.21",3
"16070",22,4,"2",3,"852.15",3
"12696",434,1,"2",2,"851.91",3
"13479",200,2,"4",4,"851.37",3
"16020",16,5,"3",3,"851.01",3
"18108",254,2,"3",3,"848.81",3
"12713",0,5,"1",2,"848.55",3
"15264",64,3,"2",3,"848.40",3
"15784",467,1,"2",3,"848.33",3
"14202",381,2,"3",3,"847.76",3
"13221",240,2,"2",2,"847.41",3
"13487",57,4,"5",4,"846.87",3
"16877",12,5,"6",4,"846.62",3
"13970",386,2,"2",2,"846.55",3
"14803",162,3,"3",3,"845.55",3
"16500",4,5,"9",5,"843.91",3
"14922",393,2,"2",2,"843.74",3
"16344",158,3,"4",4,"842.42",3
"16846",50,4,"3",3,"842.41",3
"17638",647,1,"2",2,"842.40",3
"16810",192,2,"2",3,"842.04",3
"14862",25,4,"2",2,"841.20",3
"16798",554,1,"3",3,"841.16",3
"12891",185,3,"11",5,"840.50",3
"13169",63,3,"3",3,"840.08",3
"14355",365,2,"3",3,"840.05",3
"18247",414,1,"3",3,"839.73",3
"15713",143,3,"4",3,"839.64",3
"13940",17,5,"4",3,"839.14",3
"17332",528,1,"5",4,"838.27",3
"14037",176,3,"6",4,"836.95",3
"15832",254,2,"1",2,"836.79",3
"14929",32,4,"2",2,"836.69",3
"13795",388,2,"4",3,"836.30",3
"16747",37,4,"2",3,"836.06",3
"13386",414,1,"2",2,"835.46",3
"16737",53,4,"2",3,"835.20",3
"15190",434,1,"1",2,"834.44",3
"16863",31,4,"3",3,"834.27",3
"16644",177,3,"2",3,"833.78",3
"12903",428,1,"1",1,"833.53",3
"13175",582,1,"2",2,"831.45",3
"15766",64,3,"3",3,"831.06",3
"15759",218,2,"7",4,"830.93",3
"16924",21,4,"3",3,"829.89",3
"14087",2,5,"3",3,"829.47",3
"14851",23,4,"3",3,"829.41",3
"12730",521,1,"1",2,"829.25",3
"12953",9,5,"2",2,"828.81",3
"15617",396,2,"3",3,"828.55",3
"17003",402,2,"4",4,"828.21",3
"13681",17,5,"4",3,"827.83",3
"17045",113,3,"5",4,"827.68",3
"12792",256,2,"2",2,"827.01",3
"12461",94,3,"2",2,"826.88",3
"12781",63,3,"2",2,"826.74",3
"16494",296,2,"1",1,"826.53",3
"12427",21,4,"3",3,"825.80",3
"17880",364,2,"3",3,"824.92",3
"13513",126,3,"3",3,"824.59",3
"15107",311,2,"9",5,"824.35",3
"14260",471,1,"3",3,"824.28",3
"16264",438,1,"2",2,"823.53",3
"15137",520,1,"2",2,"823.40",3
"14508",22,4,"5",4,"822.92",3
"15847",38,4,"5",4,"822.57",3
"16164",17,5,"3",3,"822.48",3
"16680",43,4,"3",3,"821.45",3
"16246",459,1,"2",2,"821.35",3
"13893",297,2,"1",2,"821.10",3
"15314",199,2,"3",3,"820.45",3
"16135",262,2,"2",2,"819.45",3
"17683",385,2,"3",3,"819.01",3
"16048",373,2,"4",3,"818.79",3
"13612",632,1,"1",2,"818.29",3
"15483",161,3,"10",5,"817.82",3
"14890",253,2,"3",3,"817.25",3
"16869",22,4,"4",3,"817.12",3
"15180",367,2,"3",3,"816.93",3
"14872",483,1,"3",3,"816.60",3
"13514",73,3,"4",4,"815.90",3
"15399",1,5,"3",3,"815.77",3
"14556",596,1,"3",3,"815.69",3
"13811",183,3,"3",3,"814.50",3
"14624",57,4,"6",4,"814.07",3
"17869",107,3,"7",4,"813.64",3
"16621",51,4,"4",4,"813.48",3
"17194",273,2,"3",3,"812.50",3
"16460",28,4,"3",3,"811.23",3
"16624",80,3,"2",3,"810.57",3
"13045",99,3,"3",3,"808.92",3
"15533",19,5,"3",3,"807.57",3
"17495",7,5,"3",3,"806.72",3
"12632",520,1,"2",2,"804.88",3
"13637",52,4,"3",3,"804.30",3
"18248",122,3,"2",2,"804.02",3
"16469",23,4,"5",4,"803.90",3
"15644",166,3,"4",4,"803.54",3
"18265",72,3,"2",2,"801.51",3
"16127",39,4,"2",2,"801.31",3
"17114",5,5,"8",5,"801.12",3
"17023",417,1,"3",3,"800.18",3
"13720",116,3,"4",3,"799.90",3
"13041",450,1,"4",3,"799.13",3
"17251",362,2,"3",3,"798.98",3
"16438",5,5,"5",4,"798.35",3
"13389",11,5,"3",3,"797.96",3
"15309",610,1,"4",4,"797.96",3
"17281",374,2,"6",4,"797.85",3
"15637",52,4,"5",4,"797.59",3
"16155",381,2,"5",4,"796.90",3
"15304",60,3,"9",5,"796.40",3
"15396",112,3,"2",3,"796.38",3
"16952",109,3,"5",4,"795.83",3
"18084",16,5,"3",3,"795.23",3
"13336",77,3,"1",1,"795.12",3
"15831",58,4,"3",3,"794.64",3
"16961",116,3,"3",3,"794.56",3
"17212",253,2,"3",3,"794.41",3
"13296",137,3,"6",4,"792.51",3
"14022",225,2,"2",2,"792.15",3
"14976",57,4,"7",4,"790.86",3
"13484",241,2,"3",3,"790.72",3
"13544",39,4,"6",4,"790.20",3
"14656",169,3,"5",4,"790.00",3
"13016",73,3,"3",3,"789.89",3
"16759",7,5,"3",3,"789.79",3
"16472",434,1,"2",3,"789.60",3
"15448",312,2,"2",3,"788.81",3
"17952",378,2,"4",3,"788.46",3
"14557",85,3,"1",1,"788.38",3
"17817",4,5,"6",4,"788.15",3
"14513",100,3,"6",4,"788.01",3
"13323",3,5,"5",4,"787.85",3
"16468",74,3,"3",3,"787.52",3
"13212",19,5,"3",3,"786.83",3
"14463",98,3,"4",3,"786.57",3
"12628",4,5,"3",3,"786.46",3
"16739",176,3,"2",3,"786.43",3
"13770",422,1,"4",3,"785.37",3
"13541",427,1,"2",2,"785.25",3
"15646",157,3,"5",4,"784.81",3
"15806",46,4,"3",3,"784.58",3
"13595",516,1,"3",3,"784.48",3
"13415",472,1,"4",4,"784.17",3
"15714",11,5,"5",4,"783.96",3
"12761",457,1,"2",2,"782.95",3
"16836",39,4,"4",4,"782.37",3
"15952",33,4,"4",3,"781.91",3
"17255",40,4,"4",3,"781.70",3
"13453",165,3,"3",3,"781.69",3
"13287",603,1,"3",3,"781.59",3
"15679",24,4,"4",4,"781.28",3
"15239",10,5,"2",2,"780.59",3
"13502",16,5,"5",4,"780.50",3
"15246",238,2,"3",3,"780.40",3
"18228",56,4,"2",2,"779.90",3
"12735",315,2,"2",2,"779.57",3
"12504",18,5,"4",3,"779.05",3
"13781",250,2,"3",3,"778.83",3
"14815",36,4,"2",2,"778.50",3
"16958",435,1,"1",2,"778.49",3
"14690",44,4,"4",4,"777.68",3
"16505",31,4,"1",1,"777.60",3
"13563",84,3,"2",2,"777.53",3
"13745",162,3,"2",2,"777.36",3
"15837",64,3,"2",3,"777.01",3
"15794",736,1,"2",3,"777.00",3
"15618",32,4,"4",4,"776.85",3
"12808",36,4,"5",4,"776.70",3
"14997",46,4,"4",3,"776.60",3
"15092",215,2,"3",3,"776.46",3
"15743",16,5,"4",4,"775.96",3
"13314",1,5,"3",3,"775.94",3
"13341",260,2,"1",1,"775.85",3
"17482",487,1,"2",2,"775.64",3
"15921",172,3,"4",4,"775.26",3
"15414",9,5,"3",3,"774.90",3
"15773",5,5,"2",3,"774.52",3
"18058",9,5,"3",3,"774.06",3
"18112",12,5,"4",3,"773.36",3
"16565",364,2,"4",3,"773.05",3
"15075",77,3,"1",2,"773.03",3
"17349",179,3,"5",4,"772.41",3
"12923",64,3,"3",3,"770.42",3
"17801",451,1,"3",3,"770.03",3
"14838",423,1,"2",2,"769.92",3
"12965",89,3,"1",1,"769.81",3
"16480",75,3,"1",1,"769.29",3
"16978",77,3,"3",3,"768.88",3
"13980",60,3,"5",4,"768.82",3
"13356",80,3,"1",1,"768.24",3
"15331",499,1,"3",3,"767.91",3
"13712",246,2,"2",2,"766.42",3
"12991",23,4,"3",3,"764.82",3
"14413",362,2,"4",3,"764.52",3
"13699",155,3,"2",2,"764.15",3
"16602",36,4,"2",3,"763.33",3
"17466",10,5,"2",2,"763.28",3
"15428",15,5,"4",4,"762.75",3
"16806",103,3,"4",4,"762.16",3
"13598",47,4,"5",4,"761.96",3
"14883",18,5,"6",4,"761.59",3
"17425",19,4,"2",2,"759.17",3
"18246",23,4,"3",3,"758.82",3
"16720",26,4,"3",3,"758.74",3
"15908",490,1,"2",3,"758.62",3
"15568",2,5,"3",3,"758.29",3
"15006",51,4,"2",2,"757.78",3
"13034",54,4,"3",3,"756.82",3
"16392",269,2,"3",3,"756.70",3
"14176",297,2,"5",4,"756.46",3
"16411",19,4,"4",3,"756.39",3
"16262",378,2,"1",1,"755.15",3
"13370",371,2,"1",1,"754.87",3
"16892",1,5,"7",4,"754.75",3
"18104",37,4,"1",1,"754.64",3
"18034",21,4,"3",3,"754.20",3
"14234",22,4,"4",3,"754.12",3
"14247",278,2,"5",4,"753.56",3
"17579",4,5,"4",3,"753.28",3
"14998",170,3,"4",3,"753.18",3
"13730",135,3,"2",2,"752.60",3
"13030",11,5,"2",2,"752.44",3
"13070",192,2,"4",3,"751.70",3
"14923",50,4,"1",2,"749.10",3
"16972",382,2,"2",2,"749.00",3
"14048",305,2,"3",3,"748.69",3
"15656",45,4,"4",4,"748.50",3
"13108",372,2,"2",2,"748.46",3
"17387",19,4,"2",2,"746.81",3
"14942",401,2,"4",4,"746.56",3
"17889",212,2,"7",4,"746.42",3
"17760",21,4,"6",4,"746.39",3
"14050",31,4,"2",2,"746.36",3
"16465",420,1,"2",3,"746.24",3
"18190",192,2,"5",4,"745.62",3
"14228",437,1,"3",3,"745.50",3
"13950",11,5,"4",3,"745.06",3
"13236",24,4,"2",2,"744.85",3
"12871",84,3,"3",3,"744.02",3
"13354",71,3,"1",1,"743.53",3
"14104",154,3,"5",4,"743.53",3
"17038",30,4,"2",2,"743.17",3
"16730",52,4,"3",3,"743.11",3
"15420",434,1,"6",4,"743.00",3
"14302",430,1,"3",3,"742.90",3
"12465",17,5,"2",2,"742.19",3
"18275",578,1,"2",2,"741.85",3
"13721",36,4,"2",2,"741.54",3
"13713",408,2,"3",3,"740.76",3
"15720",24,4,"2",3,"739.22",3
"12603",21,4,"1",1,"739.20",3
"15988",19,4,"3",3,"738.89",3
"15070",372,2,"3",3,"737.05",3
"15462",94,3,"4",3,"737.05",3
"16075",502,1,"2",3,"736.93",3
"17461",22,4,"3",3,"735.82",3
"15045",151,3,"2",2,"735.66",3
"12527",81,3,"5",4,"735.51",3
"13286",600,1,"1",1,"734.91",3
"15938",112,3,"9",5,"734.81",3
"17616",173,3,"4",3,"734.40",3
"12537",408,2,"1",1,"732.94",3
"17979",35,4,"4",3,"732.41",3
"13575",23,4,"5",4,"732.07",3
"13780",7,5,"3",3,"732.07",3
"17548",233,2,"4",3,"731.26",3
"17681",597,1,"5",4,"731.20",3
"14778",127,3,"2",2,"730.86",3
"13921",402,2,"4",3,"730.70",3
"13452",259,2,"3",3,"729.80",3
"12925",4,5,"3",3,"729.33",3
"15872",14,5,"4",3,"729.25",3
"18163",584,1,"1",2,"728.84",3
"17756",375,2,"3",3,"728.75",3
"12786",609,1,"1",1,"728.50",3
"17547",375,2,"2",2,"727.85",3
"17141",418,1,"4",4,"727.58",3
"17374",218,2,"3",3,"727.11",3
"16447",135,3,"3",3,"727.10",3
"13569",17,5,"4",3,"726.54",3
"18078",217,2,"4",3,"725.53",3
"12723",3,5,"5",4,"725.07",3
"18187",631,1,"1",1,"724.89",3
"13729",435,1,"3",3,"724.73",3
"14798",52,4,"8",4,"724.31",3
"15368",21,4,"2",3,"722.74",3
"13264",442,1,"1",1,"722.56",3
"17615",130,3,"6",4,"721.80",3
"13441",91,3,"2",2,"720.90",3
"16023",46,4,"3",3,"719.81",3
"13537",425,1,"2",2,"717.85",3
"13604",658,1,"1",2,"717.62",3
"16269",437,1,"1",1,"717.57",3
"12573",227,2,"5",4,"717.41",3
"17860",368,2,"4",4,"717.39",3
"16526",171,3,"2",3,"717.21",3
"15274",4,5,"2",3,"716.57",3
"12519",63,3,"2",3,"716.54",3
"12535",91,3,"2",3,"716.35",3
"12492",63,3,"3",3,"715.21",3
"15330",32,4,"2",3,"714.96",3
"13512",260,2,"4",4,"713.39",3
"14026",470,1,"2",2,"713.11",3
"13147",10,5,"4",3,"712.80",3
"17761",32,4,"1",2,"712.78",3
"14470",11,5,"3",3,"712.04",3
"15127",65,3,"2",2,"711.50",3
"13103",39,4,"3",3,"709.64",3
"13057",530,1,"3",3,"709.59",3
"13927",74,3,"2",2,"708.26",3
"12485",529,1,"1",1,"708.10",3
"14398",401,2,"2",2,"707.79",3
"16449",197,2,"2",2,"707.69",3
"12453",134,3,"1",1,"707.09",3
"13626",252,2,"2",2,"707.04",3
"16309",106,3,"2",2,"706.57",3
"17051",194,2,"4",4,"706.49",3
"12890",24,4,"2",2,"706.02",3
"16364",11,5,"2",2,"705.79",3
"16882",66,3,"3",3,"705.12",3
"16015",3,5,"3",3,"704.55",3
"12612",74,3,"1",1,"704.04",3
"12883",24,4,"4",3,"703.47",3
"15103",31,4,"2",2,"703.36",3
"17561",19,4,"4",3,"703.02",3
"14699",214,2,"4",4,"702.60",3
"16997",288,2,"3",3,"702.00",3
"17825",598,1,"4",4,"701.96",3
"14324",409,2,"2",2,"701.61",3
"14179",40,4,"2",2,"701.57",3
"14356",79,3,"2",2,"701.23",3
"13833",159,3,"2",2,"700.41",3
"17163",21,4,"4",3,"699.78",3
"13242",112,3,"7",4,"699.40",3
"16018",39,4,"4",3,"698.13",3
"14497",309,2,"2",2,"697.06",3
"16415",44,4,"3",3,"696.76",3
"15700",172,3,"2",3,"696.68",3
"14959",64,3,"4",3,"695.42",3
"13101",234,2,"4",3,"695.40",3
"15995",414,1,"1",1,"694.54",3
"15053",4,5,"3",3,"693.95",3
"14111",14,5,"4",4,"692.85",3
"17198",23,4,"3",3,"692.22",3
"17733",38,4,"2",2,"692.19",3
"12817",281,2,"3",3,"690.98",3
"16658",368,2,"6",4,"690.83",3
"14880",77,3,"3",3,"690.59",3
"16545",164,3,"2",3,"689.82",3
"17834",414,1,"2",2,"689.67",3
"17502",9,5,"4",4,"689.10",3
"15361",361,2,"4",4,"689.07",3
"12450",156,3,"5",4,"688.20",3
"18017",81,3,"4",4,"688.00",3
"15901",16,5,"7",4,"687.72",3
"14809",621,1,"2",2,"686.76",3
"13898",325,2,"2",2,"686.40",3
"16824",15,5,"3",3,"686.24",3
"17935",138,3,"7",4,"686.14",3
"12658",18,5,"1",2,"686.05",3
"15257",283,2,"2",3,"685.90",3
"15219",176,3,"2",2,"685.45",3
"15184",29,4,"4",3,"685.39",3
"16885",15,5,"4",3,"684.60",3
"13585",530,1,"3",3,"684.54",3
"15669",40,4,"4",4,"684.34",3
"15207",416,1,"3",3,"683.92",3
"17874",185,3,"6",4,"683.46",3
"14222",177,3,"1",1,"683.17",3
"15582",24,4,"3",3,"682.91",3
"13987",379,2,"2",2,"682.54",3
"12601",189,2,"6",4,"681.26",3
"12478",3,5,"1",1,"680.99",3
"18271",609,1,"2",2,"680.85",3
"18082",25,4,"1",1,"680.84",3
"15973",366,2,"3",3,"680.62",3
"13524",40,4,"5",4,"680.18",3
"13809",305,2,"3",3,"679.70",3
"14151",673,1,"2",2,"679.45",3
"13430",18,5,"2",2,"679.45",3
"17782",382,2,"2",2,"679.02",3
"16646",449,1,"1",1,"678.80",3
"14182",443,1,"4",3,"678.77",3
"13255",9,5,"3",3,"678.76",3
"13925",92,3,"4",3,"678.25",3
"15363",372,2,"2",3,"678.11",3
"13974",49,4,"2",2,"677.72",3
"16601",40,4,"3",3,"677.00",3
"13040",8,5,"2",2,"676.99",3
"17462",60,3,"2",2,"675.69",3
"18156",12,5,"2",2,"675.64",3
"12942",131,3,"3",3,"675.60",3
"13325",81,3,"1",1,"675.30",3
"13355",122,3,"1",1,"674.70",3
"13951",176,3,"3",3,"674.45",3
"14504",47,4,"4",3,"673.26",3
"16648",42,4,"3",3,"672.80",3
"16226",203,2,"5",4,"672.17",3
"17011",30,4,"3",3,"671.70",3
"15562",351,2,"3",3,"671.43",3
"14142",373,2,"2",2,"671.34",3
"17709",169,3,"5",4,"671.01",3
"13398",192,2,"2",2,"670.34",3
"17418",42,4,"3",3,"670.06",3
"13741",71,3,"3",3,"668.43",3
"16268",71,3,"2",2,"667.65",3
"17962",142,3,"4",3,"666.96",3
"18123",24,4,"3",3,"666.64",3
"13217",122,3,"4",3,"666.48",3
"14932",365,2,"2",2,"666.13",3
"17105",159,3,"2",2,"665.78",3
"16132",544,1,"2",2,"664.20",3
"16704",618,1,"2",3,"664.16",3
"13596",5,5,"2",2,"664.11",3
"15643",191,2,"3",3,"664.00",3
"14720",5,5,"3",3,"663.81",3
"16573",84,3,"2",3,"663.61",3
"16679",366,2,"3",3,"663.31",3
"12837",173,3,"2",2,"662.66",3
"13864",386,2,"1",2,"662.40",3
"16862",547,1,"4",3,"662.33",3
"14425",434,1,"3",3,"661.39",3
"13028",22,4,"2",2,"661.32",3
"17375",199,2,"4",3,"660.55",3
"14603",274,2,"1",1,"660.00",3
"15405",189,2,"2",3,"659.84",3
"15492",28,4,"2",3,"659.46",3
"13759",33,4,"2",2,"659.41",3
"14452",10,5,"4",3,"658.95",3
"13622",696,1,"1",2,"658.95",3
"14150",35,4,"2",2,"658.64",3
"13433",501,1,"4",4,"658.32",3
"16887",35,4,"3",3,"658.17",3
"15715",555,1,"5",4,"658.02",3
"16696",135,3,"4",3,"657.90",3
"17852",11,5,"5",4,"657.81",3
"17459",43,4,"2",2,"657.30",3
"16157",15,5,"3",3,"656.69",3
"16708",45,4,"1",1,"656.63",3
"14558",654,1,"3",3,"655.50",3
"17371",17,5,"6",4,"655.37",3
"16117",189,2,"3",3,"654.40",3
"17398",114,3,"3",3,"653.38",3
"13496",10,5,"2",2,"653.33",3
"18121",149,3,"2",2,"653.30",3
"15205",85,3,"2",2,"653.24",3
"13820",418,1,"3",3,"652.75",3
"17523",11,5,"4",4,"652.74",3
"17572",71,3,"10",5,"652.21",3
"13840",416,1,"1",2,"651.40",3
"16056",45,4,"1",1,"650.75",3
"16969",39,4,"3",3,"650.41",3
"17779",21,4,"3",3,"650.32",3
"14034",22,4,"3",3,"648.89",3
"12844",29,4,"4",3,"648.60",3
"16495",3,5,"3",3,"648.26",3
"17777",24,4,"3",3,"647.56",3
"16734",52,4,"3",3,"646.76",3
"13474",236,2,"3",3,"646.59",3
"15945",365,2,"4",3,"646.27",3
"15012",53,4,"3",3,"646.26",3
"14024",121,3,"3",3,"645.74",3
"17380",434,1,"3",3,"645.00",3
"12719",5,5,"2",2,"644.95",3
"16185",16,5,"3",3,"644.72",3
"17312",138,3,"3",3,"644.30",3
"17963",471,1,"4",3,"643.16",3
"13237",387,2,"1",1,"643.00",3
"15297",10,5,"3",3,"641.94",3
"14537",57,4,"2",2,"641.40",3
"12365",291,2,"2",2,"641.38",3
"12624",106,3,"2",2,"641.13",3
"13318",1,5,"3",3,"640.76",3
"14563",509,1,"2",2,"640.54",3
"12538",29,4,"2",3,"640.45",3
"12880",381,2,"2",2,"640.13",3
"15183",547,1,"3",3,"639.93",3
"12734",352,2,"3",3,"639.65",3
"15648",204,2,"2",3,"639.50",3
"17998",380,2,"3",3,"639.24",3
"16428",413,1,"3",3,"638.49",3
"12699",417,1,"1",2,"638.11",3
"17691",358,2,"4",3,"637.55",3
"14664",19,4,"2",2,"636.24",3
"15829",99,3,"2",3,"636.14",3
"16534",642,1,"1",1,"635.90",3
"17334",302,2,"3",3,"635.15",3
"14365",394,2,"2",2,"634.68",3
"14219",4,5,"3",3,"633.83",3
"15666",472,1,"2",3,"632.94",3
"13540",467,1,"3",3,"632.39",3
"18183",227,2,"2",2,"632.07",3
"13822",5,5,"2",2,"632.00",3
"17985",22,4,"1",1,"631.35",3
"13706",302,2,"2",2,"631.17",3
"16193",236,2,"2",2,"630.43",3
"16399",19,4,"3",3,"630.22",3
"13525",14,5,"2",2,"628.78",3
"14283",463,1,"4",3,"628.44",3
"16158",522,1,"9",5,"628.32",3
"13480",416,1,"2",2,"627.82",3
"13518",85,3,"1",1,"627.16",3
"14036",284,2,"1",1,"626.65",3
"13914",11,5,"2",2,"626.45",3
"14381",52,4,"2",2,"625.94",3
"14793",21,4,"2",2,"625.90",3
"16715",78,3,"2",3,"625.52",3
"16330",17,5,"7",4,"625.38",3
"17134",106,3,"3",3,"625.30",3
"13776",428,1,"2",2,"623.98",3
"16750",44,4,"5",4,"623.93",3
"15147",240,2,"1",2,"623.50",3
"16792",282,2,"5",4,"623.46",3
"16431",213,2,"3",3,"623.28",3
"15258",168,3,"2",3,"623.16",3
"16781",372,2,"2",3,"623.00",3
"12575",457,1,"2",2,"622.82",3
"14115",501,1,"2",2,"622.67",3
"17430",32,4,"4",3,"622.57",3
"17005",470,1,"2",2,"622.36",3
"18101",11,5,"5",4,"622.01",3
"14169",430,1,"2",2,"621.51",3
"16368",2,5,"3",3,"621.44",3
"15016",172,3,"5",4,"620.89",3
"13836",399,2,"2",2,"620.37",3
"14339",242,2,"2",2,"620.27",3
"12667",58,4,"1",2,"620.13",3
"15276",66,3,"4",4,"619.80",3
"13444",374,2,"2",2,"619.08",3
"13020",562,1,"2",2,"618.96",3
"14079",124,3,"2",2,"618.73",3
"13493",275,2,"2",2,"618.63",3
"16613",70,3,"1",1,"618.59",3
"12596",51,4,"2",2,"618.27",3
"13301",103,3,"4",4,"618.09",3
"14455",432,1,"4",3,"617.72",3
"15956",551,1,"2",3,"617.60",3
"14377",191,2,"2",2,"617.05",3
"16311",17,5,"2",2,"616.26",3
"17639",276,2,"6",4,"615.17",3
"15275",37,4,"1",1,"615.14",3
"14077",40,4,"6",4,"615.08",3
"16847",43,4,"2",2,"614.89",3
"16566",15,5,"5",4,"614.66",3
"16844",562,1,"2",2,"614.34",3
"16343",16,5,"3",3,"614.12",3
"14570",280,2,"3",3,"613.75",3
"17035",245,2,"4",4,"613.59",3
"15362",448,1,"2",3,"613.08",3
"12855",372,2,"4",4,"612.84",3
"16116",211,2,"1",2,"612.78",3
"16178",138,3,"2",2,"612.60",3
"16589",71,3,"4",3,"612.36",3
"12513",112,3,"1",1,"612.29",3
"13008",323,2,"3",3,"612.13",3
"15232",113,3,"2",2,"612.06",3
"16922",572,1,"1",2,"611.08",3
"13731",219,2,"2",2,"610.59",3
"13832",19,4,"2",2,"609.89",3
"14636",36,4,"2",2,"609.85",3
"15748",40,4,"3",3,"609.81",3
"17325",280,2,"3",3,"609.57",3
"17707",185,3,"8",5,"609.30",3
"16675",441,1,"2",3,"608.86",3
"13933",109,3,"2",2,"608.79",2
"15717",234,2,"5",4,"607.00",2
"17473",408,2,"2",2,"607.00",2
"17119",3,5,"2",2,"606.91",2
"15158",45,4,"2",2,"606.02",2
"16590",400,2,"2",3,"605.90",2
"17507",261,2,"2",2,"605.58",2
"14323",114,3,"2",2,"605.06",2
"16321",72,3,"7",4,"604.55",2
"12944",35,4,"2",2,"604.51",2
"14611",443,1,"2",2,"604.33",2
"13106",133,3,"2",2,"603.46",2
"12707",291,2,"1",2,"603.42",2
"18264",498,1,"1",2,"603.25",2
"16022",260,2,"1",1,"602.63",2
"16080",81,3,"4",3,"602.56",2
"12654",10,5,"5",4,"601.98",2
"17270",469,1,"2",2,"601.45",2
"14254",432,1,"1",1,"601.03",2
"12420",63,3,"1",2,"600.39",2
"17745",477,1,"2",2,"600.34",2
"18211",25,4,"5",4,"600.07",2
"17678",263,2,"2",2,"599.76",2
"12521",142,3,"1",1,"599.68",2
"12556",50,4,"2",3,"599.56",2
"13311",4,5,"2",2,"598.57",2
"15424",254,2,"3",3,"597.78",2
"14569",1,5,"4",3,"597.33",2
"15631",642,1,"1",1,"596.67",2
"16780",100,3,"3",3,"596.40",2
"15346",332,2,"3",3,"596.12",2
"14965",96,3,"2",2,"596.09",2
"17845",555,1,"4",4,"596.09",2
"17209",649,1,"3",3,"595.70",2
"17658",25,4,"2",2,"595.42",2
"13684",285,2,"4",3,"594.88",2
"14771",621,1,"2",2,"594.62",2
"13558",5,5,"4",3,"594.52",2
"15442",248,2,"1",1,"594.00",2
"15929",644,1,"1",1,"594.00",2
"14746",406,2,"4",3,"593.50",2
"16412",53,4,"5",4,"593.19",2
"18232",81,3,"4",3,"592.97",2
"16776",60,3,"2",3,"592.51",2
"13472",463,1,"2",2,"592.24",2
"17815",393,2,"1",1,"591.96",2
"17156",491,1,"1",1,"591.87",2
"12790",192,2,"2",2,"591.85",2
"17483",65,3,"4",3,"591.73",2
"15524",24,4,"2",3,"591.40",2
"17098",381,2,"3",3,"591.07",2
"17968",373,2,"4",3,"590.44",2
"13270",366,2,"1",1,"590.00",2
"15160",357,2,"4",3,"589.27",2
"15624",116,3,"4",4,"588.13",2
"15191",463,1,"3",3,"588.05",2
"17890",322,2,"2",2,"586.89",2
"14729",373,2,"3",3,"586.24",2
"14173",10,5,"6",4,"586.00",2
"17392",306,2,"3",3,"585.92",2
"12384",28,4,"2",2,"585.27",2
"12800",470,1,"3",3,"584.25",2
"14023",7,5,"2",2,"584.07",2
"15762",65,3,"2",3,"583.75",2
"17014",8,5,"3",3,"583.43",2
"16001",381,2,"1",1,"583.39",2
"14670",280,2,"3",3,"583.33",2
"16445",33,4,"4",3,"583.16",2
"15918",190,2,"3",3,"582.88",2
"16100",462,1,"1",1,"582.64",2
"16802",679,1,"2",3,"582.61",2
"17099",533,1,"1",1,"582.17",2
"14742",435,1,"1",1,"579.85",2
"15588",677,1,"1",1,"579.60",2
"14529",60,3,"3",3,"578.61",2
"18262",140,3,"3",3,"577.54",2
"15830",37,4,"1",2,"576.00",2
"17557",14,5,"4",3,"575.46",2
"17773",514,1,"2",2,"575.37",2
"12859",458,1,"1",1,"575.10",2
"13262",263,2,"3",3,"573.45",2
"17274",35,4,"2",2,"573.22",2
"12879",44,4,"3",3,"573.22",2
"13424",449,1,"1",1,"572.77",2
"13379",26,4,"3",3,"572.56",2
"13179",618,1,"1",1,"572.31",2
"14053",124,3,"4",3,"572.30",2
